Name
Deliverance
Demo Cates
Democratic Republic of the Congo
Demon's Claws
Dene
Denis Gougeon
Denis Simpson
Denmark
Denny Doherty
Derek Miller
Deric Ruttan
Deryck Whibley
Desert Dolphins
Desire
Desirée Dawson
Despised Icon
Despistado
Destroid
Destroyalldreamers
Destroyer
Devin Townsend
Devon
Devours
Diana Krall
Die Mannequin
Diemonds
Dig Circus
Digawolf
Digging Roots
Digital Poodle
DijahSB
Dilly Dally
Dinosaur Bones
Dione Taylor
Dionysos
Dirty Circus
Dirty Radio
Distoriam
Divine Brown
Divinity
Dixie Flyers
Diyet van Lieshout
Dizzy
Djiboutian
Do Make Say Think
Doc Walker
Dog Day
Doll
Dom Vallie
Domenic Troiano
Dominican
Dominique Fils-Aimé
Dominique Plante
Don Alder
Don Amero
Don Coleman
Don Messer
Don Pyle
Don Ross
Don Thompson
Don Vail
Donn Reynolds
Donovan Woods
Dorothea Paas
Dorothy Collins
Dorothy Lawson
Double Experience
Doubting Thomas
Doug Paisley
Doug and the Slugs
Doughboys
Down with Webster
Downchild Blues Band
Downhere
Download
Dr. Draw
Dr. Music
Dragon Fli Empire
Dragonette
Drake
Drake Jensen
Dream Warriors
DreamSTATE
Drentch
Droom
Dublin Corporation
Dubmatique
Dubmatix
Duchess Says
Duck Sauce
Ducks Ltd.
Dumas
Dunk
Duo Caron
Duotang
Duplex!
Durham County Poets
Dusted
Dutch
Dutch Mason
Dvsn
Dylan Menzie
Dylan Sinclair
Dynamic Rockers
Dzeko & Torres
E.S.L.
ECMAs
Eagle & Hawk
Eamon McGrath
Earle and Coffin
Eaton Operatic Society
Eccodek
Econoline Crush
Ecuador
Ecuadorian
Ed Bickert
Ed Robertson
Eddie Eastman
Edmonton Opera
Edmonton Symphony Orchestra
Edward Bear
Edward Gamblin
Edwin Orion Brownell
Edythe Shuttleworth
Efajemue
Egypt
Egyptian
Eidolon
Eight Seconds
Eightcubed
Eileen McGann
Eklektikos
El Motor
Elbow Beach Surf Club
Eldebrock
Electric Magma
Electric Youth
Electro Quarterstaff
Elephant Stone
Elevator
Eleven Past One
Eli Bennett
Eliana Cuevas
Elisapie
Elisapie Isaac
Elise Estrada
Elise LeGrow
Eliza Niemi
Elizabeth Anka Vajagic
Elliott Brood
Elmer Iseler Singers
Emanuel
Ember Swift
Emerson Drive
Emilie-Claire Barlow
Emily Haines
Emily Haines & the Soft Skeleton
Emily Steinwall
Emm Gryner
Emma Albani
Emma-Lee
Emmalyn Estrada
Emmanuel Jal
Empyria
En Bref
England
English
Ensemble Claude-Gervaise
Ensemble Made in Canada
Enter the Haggis
Epsilon Minus
Equatorial Guinean
Eria Fachin
Eric Bearclaw
Eric Ethridge
Eric Genuis
Eric Lapointe
Eric's Trip
Erimha
Eritrean
Ermine
Erroll Starr
Esmerine
Esprit Orchestra
Esthero
Estonian
Et Cetera
Et Sans
Eternia
Ethan Kath
Ethel Stark
Ethiopia
Ethiopian
Eudoxis
Euphoria
Eurodance
Eva Avila
Eva Everything
Eva Tanguay
Evalyn Parry
Evans Blue
Evening Hymns
Everyone's Talking
Ex Deo
Excision
Exciter
Exclaim!
Exco Levi
Exhaust
Eye Eye
FET.NAT
FKB
FM
FM Radio Gods
FM Static
FRIGS
Faber Drive
Fair Ground
Faith Healer
Faith Nolan
Fake Shark
Family Brown
Famous
Fan Death
Fanna-Fi-Allah
Faouzia
Farewell to Freeway
Farm Fresh
Farmer's Daughter
Fast Forward
Fast Romantics
Fat Man Waving
Fathead
Faunts
Fear Zero
Feeding Like Butterflies
Fefe Dobson
Fembots
Fera
Fernande Giroux
Ferron
Festival Singers of Canada
Festival Winds
Feuermusik
Field Day
Fifth Column
Fifths of Seven
Figgy Duff
Figure Four
Filipino
Finest Kind
Finger Eleven
Finland
Finnish
Finnr's Cane
First Nations
First Words
First You Get the Sugar
Five Man Electrical Band
Five O'Clock Charlie
Five Star Affair
Flannel Jimmy
Flashlight Brown
Flat Black
Flemish
Flight Distance
Floor Thirteen
Flora Gionest
Florence K
Florent Vollant
Florian Hoefner
Florian Hoefner Trio
Floyd Sneed
Fludd
Fly Pan Am
Flybanger
Flying Bulgar Klezmer Band
Flying Down Thunder and Rise Ashen
Foggy Hogtown Boys
Folly and the Hunter
Fond of Tigers
Forest Blakk
Forest City Lovers
Forgotten Rebels
Forgotten Tales
Fortunate Ones
Forty Foot Echo
Fosterchild
FouKi
Four the Moment
Four80East
Foxtrott
France Castel
France D'Amour
France Joli
Francesco Yates
Francois Klark
Frank Marino
Frank Mills
Frank Walker
Frankenstein
Frannie Holder
Fraser & DeBolt
Fraser Union
Frazey Ford
Freaks of Reality
Fred Eaglesmith
Fred Fortin
Fred Pellerin
Fred Penner
Freddie James
Frederick Squire
Fredz
Free Beer
Freedom Writers
Freeman Dre and the Kitchen Party
French
French Canadians
Fresh I.E.
Fresh Snow
Friends of Fiddler's Green
Frog Eyes
Front Line Assembly
Frontperson
Frozen Ghost
Fuck the Facts
Fucked Up
Fujahtive
Full Tilt Boogie Band
Fur Trade
Furnaceface
Félix Dyotte
Félix Leclerc
Félixes
G.B. Jones
GFK
Gabonese
Gabriela Bee
Gabrielle Papillon
Gabrielle Shonk
Gail Dahms
Galaxie
Gale Garnett
Galt MacDermot
Gambian
Ganglion
Garfield
Garnet Rogers
Garolou
Garou
Garry Lee and the Showdown
Garth Hudson
Garth Prince
Gary Beals
Gary Pig Gold
Gary and Dave
Gatineau
Gayance
Gaze
Gazeebow Unit
Gazoline
Geddy Lee
Gene MacLellan
Genetic Control
Genticorum
Geoff Berner
Geoffrey Kelly
Geoffrey Moull
George Blondheim
George Burdi
George Canyon
George Evans
George Fox
George Nozuka
Georges Thurston
Georgette Fry
Georgia Harmer
Georgian
Georgian Bay Symphony
Georgina Stirling
Gerald Danovitch Saxophone Quartet
Gerald Eaton
German
Germans
Germany
Gerry Boulet
Gerry Hannah
Gerry Markman
Ghana
Ghanaian
Ghetto Concept
Ghostkeeper
Ghosts of Modern Man
Gigi
Gil Evans
Gil Grand
Gil Moore
Gilles Valiquette
Gilles Vigneault
Gilles Zolty
Gina Choi
Ginette Reno
Ginger
Gino Vannelli
Girlsareshort
Gisela Depkat
Gisele MacKenzie
Glass Tiger
Glen Drover
Glen Meadmore
Glen Stace
Glengarry Bhoys
Glenn Gould
Glenn Lewis
Glissandro 70
Glo
Gloin
Glory-Anne Carriere
Gloryhound
Glueleg
Goat Horn
Gob
God Made Me Funky
Goddo
Godspeed You! Black Emperor
Gogh Van Go
Gold & Youth
Good Kid
Good for Grapes
"Goodnight, Sunrise"
Gord Bamford
Gordie Johnson
Gordie Sampson
Gordon Delamont
Gordon Downie
Gordon Grdina
Gordon Lightfoot
Gorguts
Governor General's Foot Guards Band
Grade
Graham Shaw
Graham Shaw and the Sincere Serenaders
Gramercy Riffs
Grand Analog
Grand Dérangement
Grand Philharmonic Choir
Grand Theft Bus
Grant Lawrence
Grant Smith & The Power
Graph Nobel
Greaseball Boogie Band
Great Big Sea
Great Bloomers
Great Lake Swimmers
Great Speckled Bird
Great Uncles of the Revolution
Greater Victoria Police Pipe Band
Greece
Greek
Greek Buck
Green Go
Greg Godovitz
Greg Keelor
Gregory Charles
Gregory Hoskins
Gregory Hoskins and the Stickpeople
Grenada
Grenville Pinto
Grievous Angels
Grim Tower
GrimSkunk
Grimes
Grit Laskin
Groovy Aardvark
Gryphon Trio
Guatemalan
Guerilla Welfare
Guinean
Gulfer
Guy Lombardo
Guyanese
Gwen Swick
Gwendolyn Black
Gwendolyn Koldofsky
Gypsophilia
Gypsy Kumbia Orchestra
Hagood Hardy
Hail the Villain
Haitian
Hal Willis
Half Moon Run
Halifax Camerata Singers
Hall of Fame
Hamilton Philharmonic Orchestra
Hamilton Police Pipe Band
Hammersmith
Handsome Furs
Handsome Ned
Hangedup
Hank Fisher
Hank Snow
Hannah Georgas
Hard Rock Miners
Hard Rubber Orchestra
Hardliner
Harem Scarem
Harlequin
Harm & Ease
Harmonium
Harold Sumberg
Harpoonist & The Axe Murderer
Harrison
Harry Somers
Hart House Symphonic Band
Hart-Rouge
Havelock Country Jamboree
Haviah Mighty
Hawaiian
Hawk Nelson
Hawking
Hawksley Workman
Haydain Neale
Hayden
Haywire
Head Hits Concrete
Head of the Herd
Headpins
Headscan
Headstones
Headstrong
Headwater
Healey Willan
Heather Bishop
Heavy Blinkers
Heavy Hearts
Hedley
Helena Deland
Helix
Hello Beautiful
"Hello, Blue Roses"
Hemingway Corner
Henri Fabergé and the Adorables
Henri Tomasi
Henry Lau
Henry Small
Hexes & Ohs
Hey Major
Hey Ocean!
Hey Romeo
Hey Rosetta!
High Five Drive
High Holy Days
High Valley
Hillsburn
Hilotrons
Hilt
Hinterland
Hip Club Groove
HipHopCanada
Hiss Tracts
Hissanol
Hokus Pick
Hollerado
Hollowick
Hollowphonic
Holly Cole
Holly Cole Trio
Holly McNarland
Holy Fuck
Home Front
Homeshake
Honduran
Honeymoon Suite
Hong Kong
Hooded Fang
Hopeful Monster
Hostage Life
Hot Hot Heat
Hot Little Rocket
Hot One
Hot Panda
Hot Springs
Hotel Mira
Howard Dyck
Howard Shore
Hrsta
Hubert Lenoir
Huevos Rancheros
Hugh Dillon
Hugh Dillon Redemption Choir
Hugh Marsh
Human Highway
Humanifesto
Humans
Hungarian
Hunter Brothers
Hunter Valentine
Huron
Hyper-T
I Hate Sally
I Mother Earth
I Musici de Montréal Chamber Orchestra
I Spy
INCURA
IRS
IVardensphere
Ian Casselman
Ian D'Sa
Ian Robb
Ian Stephens
Ian Thomas
Ian Thornley
Ian Tyson
Ian and Sylvia
Ice Cream
Iceis Rain
Iceland
Icelandic
Idle Eyes
Idle Sons
Idlers
Igbo
Ill-esha
IllScarlett
Images in Vogue
Imaginary Cities
Immaculate Machine
In Essence
In Medias Res
In-Flight Safety
Indian
Indian City
Indian Handcrafts
Indigenous
Indonesian
Infernäl Mäjesty
Infidels
Influence
Ingrid Jensen
Innu
Instruments
Inter-Mennonite Children's Choir
Intermix
International Symphony Orchestra
Interstellar
Intervals
Into Eternity
Inuit
Ion Dissonance
Iran
Iranian
Iraqi
Irish
Irish Canadians
Ironhorse
Iroquois
Isabel Bayrakdarian
Isabelle Boulay
Isabelle Cyr
Isabelle Rezazadeh
Islands
Isotopes Punk Rock Baseball Club
Israel
Israeli
Italian
Iva and Angu
Ivana Santilli
Ivorian
Ivory Hours
J. P. Cormier
J.D. Fortune
JBM
JJ Wilde
Jacinta Cormier
Jack London & The Sparrows
Jack Scott
Jackie Richardson
Jackie Shane
Jackie Washington
Jackson Delta
Jackson Hawke
Jackson Hollow
Jacksoul
Jacob Hoggard
Jacob Lewis
Jacob Moon
Jacques Kuba Séguin
Jacynthe
Jade Eagleson
Jaffa Road
Jairus Sharif
Jakalope
Jake Mathews
Jake Vaadeland
Jale
Jamaican
James Anthony
James Baley
James Barker Band
James Campbell
James Ehnes
James Gordon
James Keelaghan
James LaBrie
James Shaw
Jamie Thompson
Jan Randall
Jane Child
Jane Siberry
Jane Vain and the Dark Matter
Janina Fialkowska
Jann Arden
Japan
Japandroids
Japanese
Jarvis Church
Jason Bajada
Jason Blaine
Jason Burnstick
Jason Collett
Jason Hook
Jason Pierce
Jason Plumb
Jason Sniderman
Jay Aymar
Jay Ferguson
Jay McCarrol
Jay Scøtt
Jay Semko
Jay Sparrow
Jay W. McGee
JayWood
Jaydee Bixby
Jayme Stone
Jaymz Bee
Jaymz Bee and the Royal Jelly Orchestra
Jazz Cartier
Jazzberry Ram
"Jean ""Guilda"" Guida"
Jean Carignan
Jean Leloup
Jean-Michel Blais
Jeanick Fournier
Jeff Healey
Jeff Johnston Trio
Jeff Jones
Jeff Martin
Jeff Stinco
Jeff Waters
Jeffery Straker
Jeffrey Morgan
Jelleestone
Jellyfishbabies
Jemeni
Jenn Grant
Jennifer Berezan
Jennifer Castle
Jennifer Scott
Jenny Omnichord
Jenny Whiteley
Jeon So-mi
Jeremiah McDade
Jeremie Albino
Jeremy Dutcher
Jeremy Fisher
Jerry Doucette
Jerry Edmonton
Jerry Jerry and the Sons of Rhythm Orchestra
Jerry Mercer
Jersey
Jerusalem in My Heart
Jess Lee
Jess Moskaluke
Jesse Aaron Dwyre
Jesse Cook
Jesse F. Keeler
Jesse Labelle
Jesse Rivest
Jesse Winchester
Jesse Zubot
Jessica Tyler
Jessie Reyez
Jessy Lanza
Jet Set Satellite
Jets Overhead
Jewish
Jhyve
Jian Ghomeshi
Jill Barber
Jim Bryson
Jim Clench
Jim Corcoran
Jim Creeggan
Jim Cuddy
Jim Guthrie
Jim Vallance
Jim West
Jim and Don Haggart
Jimmy Bowskill
Jimmy George
Jimmy Hunt
Jo Hikk
Jocelyn & Lisa
Joe Bocan
Joel Gibb
Joel Plaskett
Joel Zifkin
Joey Gregorash
Joey Keithley
Johannes Moser
John Alcorn
John Allan Cameron
John Arpin
John Borra
John Bottomley
John Crossingham
John Harvey Gahan
John James
John K. Samson
John Kay
John Mann
John Oswald
